Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/456.hmmer-327B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/456.hmmer-327B.champsimtrace.xz
scooby_state_40a7dd|12|1 116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,
scooby_state_40a860|17|1 115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,
scooby_state_40a7dd|48|1 113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,114,
scooby_state_40a860|54|1 114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,
scooby_state_40a7dd|50|1 112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,
scooby_state_40a7dd|49|1 113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,
scooby_state_40a8f8|21|1 109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,
scooby_state_40a8f8|20|1 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_40a8f8|19|1 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_40a78d|19|1 99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,
scooby_state_40a860|16|1 100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,
scooby_state_40a860|15|1 99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,
scooby_state_40a78d|20|1 99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,
scooby_state_40a860|36|1 97,0,0,1,1,0,0,0,0,0,0,0,0,0,0,99,
scooby_state_40a860|14|1 99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,
scooby_state_40a860|48|1 97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
scooby_state_40a860|49|1 97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
scooby_state_40a860|50|1 96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,
scooby_state_40a7dd|46|1 94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,
scooby_state_40a7dd|47|1 94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,
scooby_state_40a7dd|45|1 93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,
scooby_state_40a77d|21|1 87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,
scooby_state_40a77d|20|1 87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,
scooby_state_40a77d|19|1 87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,
scooby_state_40a860|46|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_40a860|44|1 85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,
scooby_state_40a860|45|1 84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85,
scooby_state_40a7dd|43|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_40a860|47|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_40a7dd|42|1 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,
scooby_state_40a7dd|44|1 82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_40a7dd|34|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_40a7dd|35|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_40a860|38|1 82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83,
scooby_state_40a860|37|1 83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,
scooby_state_40a860|39|1 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,
scooby_state_40a7dd|33|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_40a7dd|36|1 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,
scooby_state_40a7dd|41|1 79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,
scooby_state_40a860|41|1 72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
scooby_state_40a860|40|1 72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
scooby_state_40a860|42|1 72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
scooby_state_40a7dd|38|1 70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,
scooby_state_40a7dd|39|1 70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,
scooby_state_40a7dd|37|1 69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,
scooby_state_40a77d|13|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_40a8f8|13|1 64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,
scooby_state_40a7c4|11|1 62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,
scooby_state_40a74a|8|3 62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,
scooby_state_40a77d|12|1 61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,
scooby_state_40a7c4|12|1 61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,
scooby_state_40a7dd|40|1 61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,
scooby_state_40a74a|7|3 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,
scooby_state_40a7f6|13|1 59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,
scooby_state_40a78d|13|1 56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,
scooby_state_40a7f6|11|1 54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,
scooby_state_40a7f6|12|1 54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,
scooby_state_40a860|43|1 53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,
scooby_state_40a78d|12|1 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
scooby_state_40a78d|11|1 51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,
scooby_state_40a74a|9|3 45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,
scooby_state_40a860|0|-63 41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,
scooby_state_40a8f8|18|5 34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,
scooby_state_40a7dd|0|-63 32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
scooby_state_40a78d|18|5 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,
scooby_state_40a73a|5|-5 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,
scooby_state_40a881|21|0 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,
scooby_state_40a77d|22|1 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_40a77d|18|5 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_40a7f6|10|2 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
scooby_state_40a8f8|23|2 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_40a7af|20|1 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_40a7f6|10|1 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_40a7af|21|1 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
scooby_state_40a78d|10|1 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
scooby_state_40a74a|9|4 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,
scooby_state_40a7af|19|1 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
scooby_state_40a77d|10|2 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_40a7c4|10|2 22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
scooby_state_40a7dd|0|-10 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
scooby_state_40a7f6|8|3 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
scooby_state_40a72b|21|0 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
scooby_state_40a77d|18|1 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
scooby_state_40a841|23|3 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
scooby_state_40a73a|4|-6 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
scooby_state_40a7c4|10|1 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
scooby_state_40a77d|11|1 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
scooby_state_40a8f8|18|1 20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,
scooby_state_40a77d|23|2 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
scooby_state_40a78d|18|1 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
scooby_state_40a860|0|-13 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
scooby_state_40a8f8|22|1 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
scooby_state_40a72b|19|0 1,0,0,2,4,3,2,6,0,0,0,0,0,0,0,18,
scooby_state_40a72b|23|0 8,0,0,0,0,0,0,0,0,0,0,0,0,1,9,18,
scooby_state_40a7c4|8|3 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_40a72b|18|0 13,0,3,1,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_40a77d|11|3 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_40a841|25|1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_40a7af|12|1 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_40a77d|24|1 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_40a7af|13|1 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_40a73a|4|-4 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_40a72b|25|0 0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,
scooby_state_40a7dd|13|-19 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_40a846|19|1 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_40a78d|10|2 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_40a7f6|5|-8 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_40a74a|8|4 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40a72b|20|0 0,0,0,0,0,0,0,0,3,7,3,2,0,0,0,15,
scooby_state_40a77d|23|1 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40a841|22|2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40a7af|11|1 14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,
scooby_state_40a7af|5|0 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40a846|20|1 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40a77d|10|3 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40a78d|10|3 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40a846|21|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40a7dd|47|37 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40a73a|5|-4 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40a73a|4|-5 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40a860|50|37 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40a77d|11|4 13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40a860|58|-5 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_40a7c4|6|1 12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,
scooby_state_40a7f6|9|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_40a7f6|10|-3 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_40a841|24|4 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_40a860|16|-19 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_40a73a|6|-15 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_40a7dd|0|-32 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_40a7c4|61|1 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_40a77d|18|11 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_40a860|43|38 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_40a7dd|17|-46 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_40a7dd|21|-37 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_40a78d|7|3 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_40a77d|25|1 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_40a7c4|62|1 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_40a7dd|51|38 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_40a7c4|5|1 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
scooby_state_40a7c4|10|-11 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_40a7f6|8|1 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_40a860|17|-46 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_40a7dd|0|-6 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_40a7c4|1|1 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_40a7c4|63|1 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_40a7c4|60|1 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_40a78d|17|1 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_40a72b|22|0 7,0,0,0,0,0,0,0,0,0,0,0,1,3,0,11,
scooby_state_40a8f8|24|1 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_40a77d|11|2 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_40a7f6|5|1 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_40a77d|14|1 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_40a860|17|-19 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a7dd|18|5 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a860|24|-37 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a72b|24|0 0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,
scooby_state_40a78d|8|3 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a7dd|2|-56 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a7dd|51|19 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a860|5|-56 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a77d|10|-11 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a7c4|9|3 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a7c4|4|1 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a841|31|1 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a7f6|6|1 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a860|0|-35 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a7af|18|0 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a7c4|2|1 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a77d|17|1 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a860|21|-42 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a78d|9|1 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a78d|8|1 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a8f8|25|1 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a841|26|1 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a7dd|40|38 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_40a860|55|19 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_40a860|10|-18 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_40a77d|17|4 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_40a73a|5|-2 8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_40a7c4|3|1 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_40a860|0|-8 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_40a841|24|1 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_40a7af|18|1 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_40a7c4|9|1 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_40a8f8|17|4 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_40a7c4|7|1 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_40a7af|10|2 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_40a8f8|18|2 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_40a7dd|55|19 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_40a7dd|0|-58 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a846|12|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a77d|15|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a7dd|0|-21 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a841|30|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a77d|26|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a73a|5|-16 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a860|18|5 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a78d|18|-2 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a7f6|7|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a78d|16|3 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a860|10|-53 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a846|13|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a860|58|38 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a860|0|-28 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a7dd|8|3 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a78d|14|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a7c4|8|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a7dd|55|-8 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a860|58|19 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a78d|9|4 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a860|21|19 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a78d|18|2 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a7dd|0|-36 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a7c4|5|-16 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_40a860|2|-37 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a7dd|13|0 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a860|0|-61 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a860|10|2 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a7f6|3|1 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a7af|10|0 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a73a|6|-1 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a7dd|0|-25 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a860|8|3 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a7af|19|0 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a77d|16|1 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a7f6|9|4 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a7c4|59|-4 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a7f6|9|3 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a846|21|0 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a7dd|6|-19 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a7dd|44|-19 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a7dd|58|-5 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a860|43|19 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a7af|8|3 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a7f6|10|3 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a7f6|4|1 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a7dd|40|19 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a846|18|0 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a860|17|-38 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a77d|28|1 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a77d|10|1 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a807|62|1 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a7af|10|1 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a7dd|36|-27 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a860|0|-31 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a846|11|1 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a7dd|10|2 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a8f8|24|3 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a78d|6|1 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a73a|6|-2 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_40a860|58|56 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a8f8|15|2 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a860|0|-42 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a72b|17|0 4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a7dd|21|-42 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a7f6|8|4 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a7dd|6|-56 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a860|39|-24 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a78d|5|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a78d|18|-40 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a78d|16|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a860|43|-20 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a846|18|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a78d|10|-10 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a860|47|38 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a73a|6|-4 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a7f6|2|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a860|55|-8 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a7dd|18|-14 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a841|29|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a77d|27|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a841|28|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a8f8|28|7 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a8f8|23|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a78d|7|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a846|10|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a74a|8|-1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a7af|18|5 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a860|47|-16 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40a8f8|18|-3 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
