Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/459.GemsFDTD-1211B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/459.GemsFDTD-1211B.champsimtrace.xz
scooby_state_446635|47|1 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_446635|50|1 106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,107,
scooby_state_446902|53|1 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_446902|54|1 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_446635|53|1 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_446902|33|1 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_4467b9|53|1 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_446635|51|1 106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,107,
scooby_state_446635|40|1 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_4467b9|55|1 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_446902|37|1 106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,107,
scooby_state_446635|57|1 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_4467b9|40|1 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_446902|40|1 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_446902|58|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107,
scooby_state_446902|63|1 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_4467b9|48|1 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_446635|34|1 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_446902|31|1 106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,107,
scooby_state_446635|54|1 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_4467b9|43|1 106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_4467b9|39|1 107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,
scooby_state_446635|17|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|9|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|22|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|14|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|4|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|17|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|30|1 105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,106,
scooby_state_4467b9|17|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|11|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|23|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|14|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|10|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|25|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|15|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|6|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|2|1 105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|27|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|2|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|16|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|20|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|27|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|25|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|9|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|16|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|4|1 105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|5|1 105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,106,
scooby_state_446902|13|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|10|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|13|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|22|1 105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|11|1 105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|10|1 105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|26|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|12|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|7|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|29|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|27|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|29|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|18|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|13|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|12|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|7|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|6|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|15|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|18|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|11|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|28|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|26|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|26|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|1|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|29|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|1|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|1|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|19|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|28|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|3|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|8|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|24|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|8|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|3|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|18|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|8|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|20|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|21|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|12|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|19|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|19|1 105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,106,
scooby_state_446635|5|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|7|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|15|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|5|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|21|1 105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_4467b9|21|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|14|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|16|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|25|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|3|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|24|1 105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,106,
scooby_state_4467b9|24|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|28|1 105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|20|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|4|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|22|1 105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,
scooby_state_4467b9|23|1 105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|23|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|6|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446635|9|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_446902|2|1 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,
scooby_state_44691c|7|1 100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,
scooby_state_44691c|32|1 100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,
scooby_state_44691c|6|1 100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,
scooby_state_44691c|52|1 99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,
scooby_state_44691c|55|1 100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,
scooby_state_44691c|8|1 98,0,0,1,0,0,0,0,1,0,0,0,0,0,0,100,
scooby_state_44691c|33|1 100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,
scooby_state_44691c|53|1 100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,
scooby_state_44691c|31|1 100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,
scooby_state_44691c|34|1 99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,
scooby_state_44691c|25|1 98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,
scooby_state_44691c|14|1 97,1,0,0,0,0,0,0,0,0,0,0,0,0,1,99,
scooby_state_44691c|48|1 99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,
scooby_state_44691c|12|1 99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,
scooby_state_44691c|29|1 99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,
scooby_state_44691c|50|1 99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,
scooby_state_44691c|28|1 99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,
scooby_state_44691c|57|1 99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,
scooby_state_44691c|5|1 99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,
scooby_state_44691c|11|1 99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,
scooby_state_44691c|30|1 99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,
scooby_state_44691c|49|1 98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,
scooby_state_44691c|54|1 98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,
scooby_state_44691c|4|1 98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,
scooby_state_44691c|9|1 99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,
scooby_state_44691c|26|1 98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,
scooby_state_44691c|13|1 99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,
scooby_state_44691c|51|1 99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,
scooby_state_44691c|35|1 97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,99,
scooby_state_44691c|41|1 98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,
scooby_state_44691c|56|1 98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,
scooby_state_44691c|10|1 98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,
scooby_state_44691c|27|1 98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,
scooby_state_44691c|24|1 98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,
scooby_state_44691c|61|1 98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,
scooby_state_44691c|15|1 98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,
scooby_state_44691c|47|1 98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,
scooby_state_44691c|62|1 96,1,0,0,0,0,0,1,0,0,0,0,0,0,0,98,
scooby_state_44691c|44|1 98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,
scooby_state_44691c|42|1 98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,
scooby_state_44691c|22|1 98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,
scooby_state_44691c|36|1 97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98,
scooby_state_44691c|0|0 98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,
scooby_state_44691c|17|1 97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,
scooby_state_44691c|60|1 98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,
scooby_state_44691c|39|1 98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,
scooby_state_44691c|46|1 98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,
scooby_state_44691c|43|1 97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,
scooby_state_44691c|59|1 98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,
scooby_state_44691c|23|1 97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98,
scooby_state_44691c|1|1 97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
scooby_state_44691c|63|1 97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
scooby_state_44691c|58|1 96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,97,
scooby_state_44691c|3|1 96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
scooby_state_44691c|19|1 97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
scooby_state_44691c|21|1 97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
scooby_state_44691c|16|1 97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
scooby_state_44691c|2|1 97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
scooby_state_44691c|38|1 96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
scooby_state_44691c|37|1 97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
scooby_state_44691c|20|1 97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
scooby_state_44691c|18|1 97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
scooby_state_44691c|40|1 97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,
scooby_state_44691c|45|1 96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,
scooby_state_446907|9|1 92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,
scooby_state_4465e9|63|1 92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,
scooby_state_446907|55|1 92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,
scooby_state_4465e9|62|1 92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,
scooby_state_446626|31|1 92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,
scooby_state_446791|62|1 92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,
scooby_state_446626|9|1 92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,
scooby_state_446626|55|1 92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,
scooby_state_446907|54|1 92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,
scooby_state_4465e9|61|1 92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,
scooby_state_446791|61|1 92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,
scooby_state_446791|63|1 92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,
scooby_state_4465e9|22|1 92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,
scooby_state_446626|52|1 92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,
scooby_state_446907|52|1 92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,
scooby_state_4465e9|43|1 92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,
scooby_state_446626|54|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,
scooby_state_446791|22|1 91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92,
scooby_state_446791|43|1 92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,
scooby_state_446626|29|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446791|19|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_4465e9|21|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446791|46|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_4465e9|42|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_4465e9|24|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_4465e9|19|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_4465e9|17|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446791|44|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_4465e9|20|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446791|24|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446791|42|1 90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91,
scooby_state_446907|8|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_4465e9|46|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_4465e9|41|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446907|53|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446907|33|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446626|53|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446626|36|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446791|16|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_4465e9|44|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_4465e9|16|1 90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,91,
scooby_state_446791|39|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_4465e9|40|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446791|21|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446907|32|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_4465e9|59|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446791|20|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,
scooby_state_4465e9|60|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446626|12|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446907|29|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446626|32|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446626|56|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_4465e9|39|1 90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446626|8|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446791|59|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,
scooby_state_446626|33|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446907|36|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446626|7|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446907|56|1 90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91,
scooby_state_446907|7|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446907|12|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446791|41|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446791|60|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_4465e9|23|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446791|40|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446907|31|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446791|17|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_446791|23|1 91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,
scooby_state_4465e9|45|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|4|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|55|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|15|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|50|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|30|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|57|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|30|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|35|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|2|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|6|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|27|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|18|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|47|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|63|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|48|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|61|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|57|1 89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,
scooby_state_446626|11|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|50|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|57|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|32|1 89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90,
scooby_state_446907|28|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|37|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|50|1 89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|35|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|30|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|30|1 89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|6|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|3|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|24|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|53|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|3|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|13|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|2|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|43|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|51|1 89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90,
scooby_state_446626|51|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446626|27|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446791|37|1 89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90,
scooby_state_446791|14|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|25|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|55|1 89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,
scooby_state_446791|5|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|5|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|43|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_4465e9|51|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
scooby_state_446907|49|1 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,
