Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/471.omnetpp-188B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/471.omnetpp-188B.champsimtrace.xz
scooby_state_43d72c|46|40 0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,
scooby_state_452f18|31|-1 0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_43fb0a|48|-12 0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_44b9f8|23|-10 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_43d75c|23|0 11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_45506a|13|0 0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40e860|23|2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_454794|51|0 3,1,0,0,0,2,1,1,1,1,0,0,0,1,4,15,
scooby_state_44b9d5|12|-8 0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,15,
scooby_state_4403b9|28|0 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40e7b5|56|1 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_454f30|52|-2 14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40da67|44|1 0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,15,
scooby_state_45e4a8|8|1 0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40e860|63|2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_505cc8|34|-1 0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_4543a7|39|1 4,2,0,1,0,0,0,1,0,0,2,2,3,0,0,15,
scooby_state_45e4a8|21|1 0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40da67|7|1 0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,15,
scooby_state_46267c|61|11 2,3,9,0,0,0,1,0,0,0,0,0,0,0,0,15,
scooby_state_43d75c|30|0 12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_45506a|60|0 0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_45e4b7|47|-1 0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_43fb0a|28|-12 0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40e860|41|2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_507080|44|3 9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_454f30|22|-2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_43fb2a|58|1 0,0,1,1,0,0,1,2,0,1,2,3,0,0,4,15,
scooby_state_43fb2a|25|-6 7,2,0,0,0,0,2,1,1,0,0,0,0,1,1,15,
scooby_state_44b9f8|16|2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_454372|42|0 8,0,0,1,0,0,0,2,1,0,0,0,2,0,1,15,
scooby_state_43fb2a|5|-6 10,0,0,1,0,0,1,0,2,0,0,0,1,0,0,15,
scooby_state_440374|21|1 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_441649|4|2 1,0,1,0,0,0,13,0,0,0,0,0,0,0,0,15,
scooby_state_45503c|52|0 4,0,1,1,0,0,0,0,1,0,0,3,2,0,3,15,
scooby_state_501c59|33|4 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40e860|45|2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_43fb2a|28|-5 4,8,0,0,0,1,0,0,0,0,0,0,0,1,1,15,
scooby_state_4497e9|23|6 1,7,0,0,4,0,0,0,0,0,1,0,2,0,0,15,
scooby_state_45def7|57|1 0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_454372|57|0 11,0,0,0,0,1,0,0,0,1,0,0,1,0,1,15,
scooby_state_44b9f8|18|-9 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_447c4c|60|-1 12,1,0,0,2,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_44034a|21|1 0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_452f24|15|-34 2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,15,
scooby_state_447bc5|12|-1 0,1,0,0,6,1,0,0,0,6,1,0,0,0,0,15,
scooby_state_44b9f8|29|-10 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40dd26|39|0 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_454647|37|0 0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,
scooby_state_441649|13|2 1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,15,
scooby_state_454349|60|-2 0,5,0,0,0,0,2,0,0,0,2,0,4,1,1,15,
scooby_state_425e79|7|1 0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_454670|25|-2 2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40e860|40|2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_452f2d|59|-1 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_4497e9|8|7 1,0,0,0,0,1,0,0,1,0,0,0,0,12,0,15,
scooby_state_40e7b5|43|1 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_43d75c|22|0 9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_452f40|19|9 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_43fb2a|27|-6 5,2,1,0,1,0,0,1,0,0,2,0,1,1,1,15,
scooby_state_454f30|49|1 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_4403b9|38|0 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40da67|21|1 0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,15,
scooby_state_4497e9|53|7 1,0,0,0,0,2,0,0,0,0,0,0,0,12,0,15,
scooby_state_45503c|40|0 3,1,0,0,0,0,0,1,0,0,1,3,1,1,4,15,
scooby_state_4403b9|14|0 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_44b9f8|3|2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_44b9f8|48|-9 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_505cc8|47|-1 0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_441649|63|2 2,0,0,0,0,0,12,0,0,1,0,0,0,0,0,15,
scooby_state_44b9d5|41|-10 0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,
scooby_state_43fb0a|26|-12 0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_44b9d5|36|-9 0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,
scooby_state_40e7b5|31|1 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40e900|56|2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_454f30|37|-2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_43fb0a|42|-12 0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,15,
scooby_state_40e860|38|2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_440374|44|1 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_44b9f8|7|-9 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_43fb0a|18|-12 1,0,0,0,13,0,0,1,0,0,0,0,0,0,0,15,
scooby_state_40ded8|56|2 0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_454647|32|0 0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,
scooby_state_40e860|10|2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_43d72c|63|49 0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,15,
scooby_state_454f1d|52|0 0,1,0,0,0,3,0,0,0,0,0,0,0,0,11,15,
scooby_state_441649|56|2 1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,15,
scooby_state_447bc5|63|1 0,4,0,0,6,0,2,0,0,3,0,0,0,0,0,15,
scooby_state_40e900|42|2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40ded8|29|2 0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_501cf1|32|2 0,1,0,1,1,0,0,1,0,0,0,10,0,0,1,15,
scooby_state_454372|32|0 6,2,0,0,1,1,0,0,1,1,0,2,0,1,0,15,
scooby_state_452f18|60|-1 1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40da8f|63|1 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_44b9d5|5|-10 0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,
scooby_state_45503c|43|0 5,0,0,0,0,1,1,1,0,0,0,2,1,1,3,15,
scooby_state_40e912|41|-1 0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_447bc5|26|-1 0,2,0,0,4,1,0,0,0,7,1,0,0,0,0,15,
scooby_state_45503c|34|0 5,0,1,0,1,0,0,1,0,0,0,6,0,0,1,15,
scooby_state_43fb2a|18|-5 3,7,0,0,1,0,0,1,0,1,0,0,2,0,0,15,
scooby_state_507080|20|3 7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_452f2d|33|-1 13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_44b9d5|0|-8 0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,15,
scooby_state_452f24|52|30 14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_45def7|45|1 0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_454349|34|17 3,0,6,0,1,0,0,0,0,0,2,0,3,0,0,15,
scooby_state_45e4a8|45|1 0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_425add|27|3 5,6,0,0,2,1,0,0,0,1,0,0,0,0,0,15,
scooby_state_452f34|0|-43 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_44b9f8|3|-9 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_452f18|22|-1 5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_454647|52|0 0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,
scooby_state_40da8f|46|1 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_4497e9|33|6 0,7,1,1,4,0,0,0,0,2,0,0,0,0,0,15,
scooby_state_40e860|34|2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_43fb2a|29|-6 6,0,0,0,0,0,0,2,1,1,0,0,1,0,4,15,
scooby_state_452f34|42|0 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_40dd26|23|0 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_454f30|12|-2 14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_44b9f8|12|2 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_501c59|20|2 14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_454801|3|0 0,4,0,1,1,2,0,0,1,1,1,2,0,1,1,15,
scooby_state_452f34|47|0 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_4543a7|50|2 5,1,0,0,0,0,1,1,0,0,1,1,3,0,2,15,
scooby_state_43fb2a|53|-5 3,7,1,1,1,0,0,0,1,0,1,0,0,0,0,15,
scooby_state_43d75c|3|0 10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_507080|59|3 8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_441649|39|2 1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,14,
scooby_state_454f30|46|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43fb0a|13|-13 0,2,0,1,3,3,0,0,0,1,0,1,3,0,0,14,
scooby_state_44a9d7|49|1 0,10,0,0,0,0,0,0,1,0,0,3,0,0,0,14,
scooby_state_505cc8|35|-1 0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454372|5|0 9,0,0,2,0,0,1,0,0,0,0,0,2,0,0,14,
scooby_state_45e4a8|29|1 1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44035d|35|1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44b9f8|35|3 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44b9d5|1|-8 0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,14,
scooby_state_43fb0a|0|-12 1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_4497e9|17|7 1,0,0,0,0,4,0,0,0,0,0,0,0,9,0,14,
scooby_state_40e860|46|2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_46267c|26|11 3,4,5,0,0,0,0,0,0,0,0,1,0,0,1,14,
scooby_state_452f40|43|9 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_452f2d|12|-1 10,1,0,0,0,0,1,0,1,0,0,0,0,0,1,14,
scooby_state_452f40|29|9 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_501cf1|15|2 0,0,0,0,2,1,1,1,4,0,1,2,0,0,2,14,
scooby_state_501cf1|22|2 0,0,0,1,1,0,1,0,0,0,0,9,0,1,1,14,
scooby_state_501c59|27|2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_501c59|62|3 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_45def7|23|1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40da8f|38|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_501cf1|23|2 1,0,0,0,2,0,0,0,0,1,0,7,0,1,2,14,
scooby_state_501cf1|56|2 0,0,0,2,1,1,0,0,1,1,0,6,0,0,2,14,
scooby_state_40e860|16|2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44a418|24|0 8,0,2,0,0,0,0,0,0,0,1,0,0,0,3,14,
scooby_state_457dc5|20|0 13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43fb0a|36|-12 1,1,0,0,12,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44b9f8|33|2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40e884|30|-13 13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_45e4a8|62|1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_452f24|14|-34 1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,14,
scooby_state_43d755|29|-1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_425e79|37|1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454f30|57|-2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_447c4c|55|-1 11,0,0,0,2,1,0,0,0,0,0,0,0,0,0,14,
scooby_state_507080|46|3 7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40dd26|50|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454808|18|0 4,4,0,0,1,1,0,0,0,0,0,0,2,0,2,14,
scooby_state_507080|60|3 7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_425e79|40|1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454794|60|0 1,1,1,1,0,0,1,0,1,1,0,1,1,1,4,14,
scooby_state_452f40|45|9 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_452f40|37|9 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44b9f8|61|40 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_452f18|36|-1 1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_4497e9|24|6 1,5,0,1,3,0,0,0,0,0,0,0,0,1,3,14,
scooby_state_44b9d5|45|-9 0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,
scooby_state_44b9d5|49|-8 0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,
scooby_state_447c4c|26|-1 11,1,0,0,2,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_501cf1|38|2 1,0,0,0,0,0,1,0,0,0,0,8,1,1,2,14,
scooby_state_40da8f|12|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_501cf1|51|2 0,0,0,1,1,1,0,0,0,0,0,6,1,0,4,14,
scooby_state_501cf1|9|2 0,0,0,0,0,0,1,1,0,0,0,9,0,1,2,14,
scooby_state_452f18|58|-1 2,11,0,0,0,0,0,0,0,0,0,1,0,0,0,14,
scooby_state_44b9d5|18|-9 0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,
scooby_state_4497e9|36|7 1,0,0,1,0,1,0,0,1,0,0,0,0,10,0,14,
scooby_state_454794|21|0 2,1,0,1,0,0,2,1,1,0,2,0,0,1,3,14,
scooby_state_454808|61|0 2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44ba08|43|-2 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_507080|40|3 4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_5025ad|57|0 1,2,0,1,1,0,2,1,0,1,1,1,0,1,2,14,
scooby_state_46267c|44|7 1,2,9,1,0,0,0,0,0,0,0,0,0,1,0,14,
scooby_state_5025ad|34|0 5,3,0,1,0,0,1,0,1,1,0,1,0,0,1,14,
scooby_state_501c59|57|4 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454f1d|17|0 0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,14,
scooby_state_40dd26|3|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_4403b9|4|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_46c46b|31|-1 1,0,4,0,1,1,1,1,0,0,0,1,2,1,1,14,
scooby_state_454647|53|0 0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,
scooby_state_46c451|13|-1 2,4,0,2,1,1,1,0,1,1,1,0,0,0,0,14,
scooby_state_452f40|46|12 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_452f34|40|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_45436e|32|0 8,1,0,0,0,0,0,0,2,0,2,0,0,0,1,14,
scooby_state_454f30|59|-2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44b9d5|29|-10 0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,
scooby_state_45503c|7|0 4,0,0,0,0,0,0,0,0,0,1,5,1,0,3,14,
scooby_state_454372|28|0 8,0,1,1,0,1,0,0,0,1,1,0,0,0,1,14,
scooby_state_4403b9|13|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43fb0a|54|-2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40bf09|23|-7 12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14,
scooby_state_4403b9|63|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_505cc8|60|-1 0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43fb2a|8|-6 7,2,0,0,0,2,0,0,1,0,0,0,1,0,1,14,
scooby_state_40e860|53|2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454f1d|57|0 0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,14,
scooby_state_501c59|55|4 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454f30|16|3 10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,
scooby_state_43fb2a|42|-5 4,6,0,0,0,0,1,0,1,0,0,0,0,0,2,14,
scooby_state_40da67|29|1 0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,14,
scooby_state_43fb0a|19|-13 0,1,0,1,8,3,0,0,0,0,0,1,0,0,0,14,
scooby_state_454794|47|0 4,1,0,0,0,0,1,0,0,1,1,0,0,1,5,14,
scooby_state_505cc8|29|-1 1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_452f2d|2|-1 12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14,
scooby_state_40e912|11|-1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_4497e9|21|6 0,7,1,1,2,0,1,1,0,1,0,0,0,0,0,14,
scooby_state_452f34|20|-43 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454f30|12|3 11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,
scooby_state_44034a|58|1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_507080|26|3 7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454f1d|25|0 0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,
scooby_state_44a9d7|24|1 0,8,1,3,0,0,0,0,0,0,0,2,0,0,0,14,
scooby_state_441649|7|2 0,1,0,0,0,0,12,0,0,0,0,0,1,0,0,14,
scooby_state_44b9f8|8|-10 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43fb2a|16|-5 2,6,1,1,0,0,1,0,0,1,0,2,0,0,0,14,
scooby_state_454808|63|0 2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,14,
scooby_state_44a9d7|53|1 0,6,0,2,0,0,0,0,0,1,0,5,0,0,0,14,
scooby_state_454794|53|0 1,1,0,1,2,1,0,2,0,1,0,0,1,1,3,14,
scooby_state_44034a|0|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454372|31|0 9,1,0,0,0,0,0,0,1,0,1,1,0,1,0,14,
scooby_state_454f30|21|-2 13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43d755|34|-1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_452f40|41|9 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40dd26|56|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_45e4a8|43|1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40be80|24|0 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40dd26|60|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_507080|19|3 5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40ded8|9|2 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_452f18|25|-1 1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_501cf1|38|3 2,0,0,2,0,0,2,0,1,0,1,3,1,0,2,14,
scooby_state_447c4c|63|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454794|12|0 3,2,0,0,0,1,0,1,0,1,0,2,0,1,3,14,
scooby_state_452f34|5|-43 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_452f40|15|12 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_4543a7|53|2 5,0,2,0,1,0,0,0,0,0,0,1,5,0,0,14,
scooby_state_46267c|3|2 1,8,4,0,0,0,0,0,0,0,0,1,0,0,0,14,
scooby_state_454808|3|0 2,8,1,1,0,0,1,0,0,0,0,0,0,0,1,14,
scooby_state_40dd26|45|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_507080|20|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40da8f|45|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_447bc5|37|-1 1,3,0,0,7,0,0,1,0,1,0,0,0,1,0,14,
scooby_state_44b9f8|23|2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_45506a|23|0 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40e7b5|15|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_505cc8|40|-1 0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_4543a7|29|2 2,0,0,0,1,1,0,1,1,2,0,0,3,1,2,14,
scooby_state_4542e9|14|0 5,8,0,0,0,0,0,0,0,0,0,0,0,1,0,14,
scooby_state_4543a7|15|2 4,1,1,1,1,2,1,0,0,0,0,0,3,0,0,14,
scooby_state_4497e9|1|-36 2,0,0,0,0,2,1,2,0,3,1,0,1,0,2,14,
scooby_state_452f40|14|12 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44a9d7|41|1 1,10,0,1,0,0,1,0,0,0,0,1,0,0,0,14,
scooby_state_43fb0a|25|-1 10,0,1,0,2,0,0,0,0,0,0,1,0,0,0,14,
scooby_state_457dd2|32|31 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40bf09|40|-7 12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,
scooby_state_40bda3|37|-4 0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,
scooby_state_441649|1|0 0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,14,
scooby_state_452f40|49|9 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_440374|62|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454f30|54|-2 13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_4543a7|60|2 6,0,0,0,0,0,1,1,1,0,0,1,4,0,0,14,
scooby_state_4403b9|40|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44b9f8|57|2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43d75c|5|0 11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43fb0a|61|-2 12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,
